Index,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
163,Views,12,1zi7xx7UVEFkmKfv06H8x0,One Dance,spotify:track:1zi7xx7UVEFkmKfv06H8x0,0.00776,0.792,0.625,0.0018,0.329,-5.609,0.0536,103.967,0.37,89
171,Views,20,0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,0.00258,0.891,0.628,0.00019,0.0504,-7.863,0.0551,134.966,0.552,81
155,Views,4,3cjF2OFRmip8spwZYQRKxP,Feel No Ways,spotify:track:3cjF2OFRmip8spwZYQRKxP,0.0312,0.582,0.677,6.60E-06,0.122,-7.081,0.172,193.818,0.205,79
167,Views,16,3BtuIIrQlkujKPuWF2B85z,Too Good,spotify:track:3BtuIIrQlkujKPuWF2B85z,0.0489,0.794,0.653,4.88E-05,0.1,-7.839,0.104,117.996,0.397,78
168,Views,17,3ppVO2tyWRRznNmONvt7Se,Summers Over Interlude,spotify:track:3ppVO2tyWRRznNmONvt7Se,0.405,0.699,0.255,0.00242,0.0985,-8.647,0.0303,132.031,0.242,76
162,Views,11,3O8NlPh2LByMU9lSRSHedm,Controlla,spotify:track:3O8NlPh2LByMU9lSRSHedm,0.0789,0.59,0.468,0,0.101,-11.083,0.185,92.287,0.349,75
169,Views,18,4BhGTc3Cgay2U1QcTS7vQe,Fire & Desire,spotify:track:4BhGTc3Cgay2U1QcTS7vQe,0.0671,0.722,0.252,0,0.0852,-14.411,0.0761,79.923,0.275,73
165,Views,14,3NxAG2ni1lLa8RKL6a0INc,Childs Play,spotify:track:3NxAG2ni1lLa8RKL6a0INc,0.0175,0.746,0.475,1.10E-05,0.197,-11.243,0.113,80.006,0.292,72
158,Views,7,4cRBqWBjuccCowYVHFlXK6,Redemption,spotify:track:4cRBqWBjuccCowYVHFlXK6,0.611,0.694,0.314,2.07E-06,0.117,-7.82,0.116,119.905,0.341,70
161,Views,10,433P7tDcIAi6NLnf4Sh6tI,Still Here,spotify:track:433P7tDcIAi6NLnf4Sh6tI,0.0258,0.834,0.433,0,0.633,-9.607,0.174,133.938,0.229,69
153,Views,2,1C7KSXR2GVxknex6I4ANco,9,spotify:track:1C7KSXR2GVxknex6I4ANco,0.000803,0.68,0.712,0.000612,0.237,-7.184,0.0453,100.009,0.0379,67
159,Views,8,3aJkV6DUTSCqOwVwaBDG9B,With You,spotify:track:3aJkV6DUTSCqOwVwaBDG9B,0.134,0.878,0.406,0.000234,0.112,-9.961,0.248,128.014,0.784,65
166,Views,15,5mPSyjLatqB00IkPqRlbTE,Pop Style,spotify:track:5mPSyjLatqB00IkPqRlbTE,0.192,0.713,0.462,2.16E-06,0.105,-10.027,0.123,133.053,0.0594,65
154,Views,3,03L2AoiRbWhvt7BDMx1jUB,U With Me?,spotify:track:03L2AoiRbWhvt7BDMx1jUB,0.338,0.429,0.43,1.18E-05,0.138,-11.373,0.165,174.983,0.125,64
157,Views,6,4PA16FAl8LPmFmOhARawdV,Weston Road Flows,spotify:track:4PA16FAl8LPmFmOhARawdV,0.0635,0.623,0.74,0,0.366,-6.942,0.307,82.877,0.35,64
152,Views,1,7sBwAWyXfiIgrYQ8BaJESH,Keep The Family Close,spotify:track:7sBwAWyXfiIgrYQ8BaJESH,0.149,0.378,0.566,0,0.382,-7.685,0.0482,87.691,0.196,63
156,Views,5,5NFYuqu8V6QXc6mzcLImd6,Hype,spotify:track:5NFYuqu8V6QXc6mzcLImd6,0.0253,0.787,0.635,0,0.357,-8.271,0.155,130.018,0.237,63
170,Views,19,7MjSipTto9QljYzZnloXOn,Views,spotify:track:7MjSipTto9QljYzZnloXOn,0.0657,0.395,0.852,0,0.262,-5.896,0.37,76.428,0.112,62
164,Views,13,5e574bhjycX1eH2l4Auage,Grammys,spotify:track:5e574bhjycX1eH2l4Auage,0.00163,0.676,0.432,3.84E-06,0.0799,-9.51,0.502,145.869,0.12,61
160,Views,9,2qLcJOLrh6Djda4uLbldSA,Faithful,spotify:track:2qLcJOLrh6Djda4uLbldSA,0.11,0.536,0.449,1.49E-05,0.284,-10.499,0.103,99.889,0.171,60
