Index,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
270,So Far Gone,10,3QLjDkgLh9AOEHlhQtDuhs,Best I Ever Had,spotify:track:3QLjDkgLh9AOEHlhQtDuhs,0.19,0.395,0.922,0,0.134,-2.176,0.375,162.361,0.558,81
269,So Far Gone,9,524wvipGqxPKYWxkjf9y46,Little Bit (feat. Lykke Li),spotify:track:524wvipGqxPKYWxkjf9y46,0.0999,0.758,0.888,0.0336,0.661,-4.899,0.0374,120.392,0.771,74
274,So Far Gone,14,4i3GraNMzBKze1WsVl38DS,Bria's Interlude (feat. Omarion),spotify:track:4i3GraNMzBKze1WsVl38DS,0.209,0.49,0.507,0.00104,0.119,-6.205,0.0849,147.037,0.237,67
265,So Far Gone,5,0JaVdpmiex2EP7bBzyKVTa,November 18th,spotify:track:0JaVdpmiex2EP7bBzyKVTa,0.579,0.749,0.476,0,0.1,-11.147,0.507,71.937,0.534,64
262,So Far Gone,2,3XLSlQLJf3Ut0zvMUxnF1h,Houstatlantavegas,spotify:track:3XLSlQLJf3Ut0zvMUxnF1h,0.393,0.683,0.695,0.00124,0.124,-6.798,0.0574,135.337,0.406,61
263,So Far Gone,3,6NwhtCYkfwWlcR62Ac4E7y,Successful (feat. Trey Songz & Lil Wayne),spotify:track:6NwhtCYkfwWlcR62Ac4E7y,0.536,0.562,0.544,0,0.17,-5.065,0.369,159.517,0.231,61
272,So Far Gone,12,0q7LGcVSpsIoSbjChtZ8lI,Uptown (feat. Bun B & Lil Wayne),spotify:track:0q7LGcVSpsIoSbjChtZ8lI,0.00391,0.416,0.824,0,0.104,-3.075,0.343,85.433,0.417,61
266,So Far Gone,6,2hcohLIysMxofYziluXCoX,Ignant Shit (feat. Lil Wayne),spotify:track:2hcohLIysMxofYziluXCoX,0.186,0.591,0.846,0,0.463,-3.687,0.276,94.795,0.121,58
277,So Far Gone,17,4XTXamS1g4g93jPxyuFJJ6,Brand New,spotify:track:4XTXamS1g4g93jPxyuFJJ6,0.631,0.399,0.491,0,0.171,-8.992,0.0714,94.542,0.356,57
273,So Far Gone,13,43iKgGbmfqPLh3mxUlospI,Sooner Than Later,spotify:track:43iKgGbmfqPLh3mxUlospI,0.178,0.616,0.501,1.20E-05,0.105,-5.722,0.24,94.554,0.506,56
261,So Far Gone,1,1v24T2ug4TlssYZvI3aL4O,Lust For Life,spotify:track:1v24T2ug4TlssYZvI3aL4O,0.939,0.462,0.422,0.0327,0.108,-10.381,0.175,87.364,0.0853,55
264,So Far Gone,4,4FDSPGncHRpr6yB8DD4CtI,Let’s Call It Off (feat. Peter Bjorn and John),spotify:track:4FDSPGncHRpr6yB8DD4CtI,0.00427,0.79,0.731,0.29,0.157,-4.607,0.0327,127.403,0.938,54
267,So Far Gone,7,3lkkkYc1wBj5l3FVlpqvP6,A Night Off (feat. Lloyd),spotify:track:3lkkkYc1wBj5l3FVlpqvP6,0.374,0.611,0.508,3.87E-06,0.168,-5.573,0.0741,103.612,0.368,54
268,So Far Gone,8,7mPoCVGP752A5DtHf1SKkM,Say What's Real,spotify:track:7mPoCVGP752A5DtHf1SKkM,0.632,0.462,0.773,0,0.212,-5.375,0.288,86.157,0.455,53
275,So Far Gone,15,6MlGqWzDiLkZ0vmAEsisEk,The Calm,spotify:track:6MlGqWzDiLkZ0vmAEsisEk,0.819,0.471,0.784,1.13E-05,0.107,-8.25,0.883,160.833,0.258,51
278,So Far Gone,18,3SnXwQUrvSacFziUYXTNKY,Congratulations,spotify:track:3SnXwQUrvSacFziUYXTNKY,0.0185,0.333,0.859,0,0.22,-2.286,0.148,86.882,0.125,51
271,So Far Gone,11,2TWSilrWcTrgVKcP8kfEfg,Unstoppable (feat. Santigold & Lil Wayne),spotify:track:2TWSilrWcTrgVKcP8kfEfg,0.165,0.774,0.912,0,0.745,-2.787,0.347,150.083,0.821,50
